id,Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
571,HP,Notebook,8,1.94,9.93914036985058,0,0,111.93520355955212,Other Intel Processor,2000.0,0,Intel,Windows
650,Asus,Gaming,32,3.8,11.912578515747589,0,1,127.33567457123112,Intel Core i7,0.0,512,Nvidia,Windows
1195,Lenovo,Notebook,4,1.9,9.883643964401063,0,0,100.45466986113652,Intel Core i3,1000.0,0,AMD,Others
359,Dell,Notebook,8,1.36,11.23889064370897,0,0,157.3505121487356,Intel Core i5,0.0,256,Intel,Windows
524,Dell,Notebook,8,2.8,10.765658261746038,0,1,127.33567457123112,Intel Core i5,1000.0,128,AMD,Others
172,Lenovo,Notebook,4,2.2,9.70890230312988,0,0,100.45466986113652,AMD Processor,500.0,0,AMD,Others
189,Dell,Notebook,8,2.8,10.964896292206694,0,0,127.33567457123112,Intel Core i7,1000.0,128,AMD,Windows
1259,Lenovo,2 in 1 Convertible,4,1.8,10.70060667312884,1,0,157.3505121487356,Intel Core i5,0.0,128,Intel,Windows
927,HP,Notebook,8,2.31,11.036037392231934,0,0,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
971,Dell,Ultrabook,8,1.5,11.55778003196968,1,0,209.8006828649808,Intel Core i7,0.0,256,Intel,Windows
53,HP,Notebook,8,1.49,10.981350045485636,0,0,165.6321180513006,Intel Core i7,0.0,512,Intel,Windows
870,Lenovo,Notebook,4,2.38,10.9368570721423,0,0,100.45466986113652,Intel Core i5,500.0,0,Intel,Windows
394,Dell,Notebook,8,2.33,10.633405177560588,0,0,141.21199808219862,Intel Core i7,0.0,256,AMD,Others
1073,HP,Notebook,8,1.49,10.969494001455322,0,0,165.6321180513006,Intel Core i7,0.0,256,Intel,Windows
55,Dell,Notebook,8,2.13,10.619090308798832,0,0,141.21199808219862,Intel Core i7,0.0,256,AMD,Windows
675,MSI,Gaming,16,2.4,11.14105450129298,0,0,141.21199808219862,Intel Core i7,1000.0,256,Nvidia,Windows
240,Lenovo,Notebook,8,2.2,10.35398720988372,0,0,100.45466986113652,Intel Core i3,0.0,128,Intel,Windows
107,Asus,Ultrabook,8,1.3,11.05978744833005,0,1,157.3505121487356,Intel Core i7,0.0,256,Nvidia,Windows
454,Dell,Notebook,8,2.36,10.862092668762644,0,0,141.21199808219862,Intel Core i7,1000.0,128,AMD,Windows
645,Lenovo,Notebook,4,1.43,9.588689132620203,0,0,111.93520355955212,Other Intel Processor,0.0,0,Intel,Windows
323,HP,Notebook,8,2.1,10.780175546294757,0,1,100.45466986113652,Intel Core i7,1000.0,0,Intel,Windows
968,Dell,Gaming,32,4.42,12.030401247333158,0,1,127.33567457123112,Intel Core i7,1000.0,256,Nvidia,Windows
1222,Dell,Ultrabook,8,1.26,11.421778496562451,1,0,176.23257360658386,Intel Core i5,0.0,256,Intel,Windows
1109,Asus,Gaming,16,2.59,11.175239371923306,0,1,141.21199808219862,Intel Core i7,1000.0,128,Nvidia,Windows
984,Toshiba,Notebook,4,1.75,10.794485091507656,0,0,111.93520355955212,Intel Core i5,500.0,0,Intel,Windows
613,Dell,Notebook,4,2.25,9.858883414720411,0,0,100.45466986113652,Intel Core i3,1000.0,0,Intel,Others
376,Lenovo,Netbook,4,1.59,10.290919027754468,0,1,135.0942111925629,Other Intel Processor,0.0,128,Intel,Windows
941,Asus,Notebook,4,2.8,10.2484380327783,0,0,106.11306214269258,Other Intel Processor,1000.0,0,Nvidia,Windows
630,Asus,Ultrabook,16,1.1,11.525170191386666,0,0,157.3505121487356,Intel Core i7,0.0,512,Intel,Windows
493,Acer,Notebook,8,2.2,10.336863503805128,0,0,100.45466986113652,AMD Processor,1000.0,0,AMD,Windows
1075,Lenovo,Notebook,8,3.0,10.46628456073464,0,0,106.11306214269258,Intel Core i5,1000.0,0,AMD,Windows
377,Dell,Notebook,4,1.8,9.70890230312988,0,0,100.45466986113652,Other Intel Processor,500.0,0,Intel,Windows
672,Lenovo,2 in 1 Convertible,8,,10.916751081300507,1,1,165.6321180513006,Intel Core i5,0.0,256,Intel,Windows
965,Dell,Notebook,4,2.25,302.1374058505288,0,0,100.45466986113652,Intel Core i3,1000.0,0,AMD,Others
1221,HP,Notebook,6,2.1,10.246549458090431,0,0,141.21199808219862,AMD Processor,1000.0,0,AMD,Windows
562,HP,Ultrabook,16,1.16,11.558808550535495,1,1,276.053530085501,Other Intel Processor,0.0,512,Intel,Windows
761,Dell,Ultrabook,16,1.18,11.503355013953575,0,0,176.23257360658386,Intel Core i7,0.0,256,Intel,Windows
957,HP,2 in 1 Convertible,4,1.45,10.62842405558548,1,0,135.0942111925629,Other Intel Processor,0.0,256,Intel,Windows
703,Lenovo,Notebook,4,2.1,10.407616483423654,0,0,141.21199808219862,Intel Core i5,2000.0,0,Intel,Windows
678,LG,&&Ultrabook,8,1.09,11.715790550995315,0,1,141.21199808219862,Intel Core i7,0.0,512,Intel%%,Windows
835,Dell,Gaming,16,3.21,11.903833710189655,0,0,141.21199808219862,Intel Core i7,1000.0,256,Nvidia,Windows
851,Asus,Gaming,16,2.1,11.52464373704442,0,0,141.21199808219862,Intel Core i7,1000.0,128,Nvidia,Windows
168,Acer,Notebook,8,3.0,,0,1,127.33567457123112,Intel Core i5,0.0,256,Nvidia,Windows
308,Lenovo,Notebook,8,2.3,10.683645110085203,0,0,141.21199808219862,Intel Core i5,1000.0,128,Nvidia,Windows
373,Lenovo,Notebook,4,2.6,10.167923515707006,0,0,106.11306214269258,AMD Processor,0.0,128,AMD,Windows
351,HP,Notebook,8,1.84,11.148752768718731,0,0,141.21199808219862,Intel Core i7,0.0,256,Intel,Windows
1183,Acer,Notebook,4,,,0,0,,Other Intel Processor,12675.017162298438,0,Intel,Windows
206,Dell,Notebook,6,2.3,10.060060439307303,1,0,100.45466986113652,Intel Core i3,1000.0,0,Intel,Windows
656,Dell,Notebook,8,2.2,10.79884714858782,0,0,141.21199808219862,Intel Core i7,0.0,256,AMD,Windows
711,Dell,Notebook,8,1.64,10.968576149165091,0,0,157.3505121487356,Intel Core i5,0.0,256,Nvidia,Others
138,Lenovo,Notebook,4,2.2,10.188167121983652,0,0,141.21199808219862,Intel Core i5,1000.0,0,Nvidia,Others
895,Toshiba,Notebook,8,1.05,11.271974295006054,0,0,165.6321180513006,Intel Core i5,0.0,256,Intel,Windows
346,HP,Notebook,2,1.44,9.6067728080535,0,0,111.93520355955212,Other Intel Processor,0.0,0,Intel,Windows
614,Dell,Notebook,4,1.93,10.742904151497523,0,0,100.45466986113652,Intel Core i5,500.0,0,Intel,Others
819,Dell,Notebook,4,1.76,10.602278775481158,0,0,111.93520355955212,Intel Core i5,500.0,0,Intel,Windows
723,Dell,Gaming,32,4.36,12.1806155047626,0,0,254.67134914246225,Intel Core i7,1000.0,1000,Nvidia,Windows
1269,Lenovo,2 in 1 Convertible,4,1.8,10.433899309576924,1,1,157.3505121487356,Intel Core i7,0.0,128,Intel,Windows
285,Acer,Notebook,12,2.15,10.46628456073464,1,1,141.21199808219862,Intel Core i7,1000.0,0,Intel,Windows
196,Razer,Gaming,32,3.49,12.69144112852859,1,0,254.67134914246225,Intel Core i7,0.0,1000,Nvidia,Windows
1026,HP,Notebook,4,2.31,11.056428922922915,0,0,111.93520355955212,Intel Core i5,500.0,0,Intel,Windows
267,Lenovo,Notebook,4,2.2,10.121890283901031,0,0,141.21199808219862,Intel Core i5,1000.0,0,Intel,Others
279,Lenovo,Notebook,8,2.8,10.71962021254348,0,0,127.33567457123112,Intel Core i7,2000.0,0,Nvidia,Others
707,Lenovo,Workstation,16,2.18,11.50120100127367,0,0,141.21199808219862,Intel Core i7,0.0,512,Nvidia,Windows
10,HP,Notebook,4,1.86,9.951658096208996,0,0,100.45466986113652,Intel Core i5,500.0,0,Intel,Others
145,Asus,Ultrabook,8,1.25,10.977716980635757,0,0,157.3505121487356,Intel Core i7,0.0,256,Intel,Windows
639,Dell,Notebook,16,2.06,11.758368289071829,1,0,282.42399616439724,Intel Core i7,0.0,1000,Nvidia,Windows
1151,HP,Notebook,4,1.86,9.669293165034832,0,0,100.45466986113652,AMD Processor,500.0,0,AMD,Windows
758,Dell,Gaming,16,4.42,11.937276356672394,0,1,282.42399616439724,Intel Core i7,1000.0,256,Nvidia,Windows
539,Lenovo,Notebook,8,1.87,10.73132994821639,0,1,157.3505121487356,Intel Core i7,0.0,256,Nvidia,Windows
1253,Dell,Notebook,4,2.2,10.0713630658882,0,0,100.45466986113652,Other Intel Processor,500.0,0,Intel,Windows
161,Acer,Notebook,4,3.0,10.666403303650696,0,1,127.33567457123112,Intel Core i5,0.0,256,Nvidia,Windows
378,Asus,Notebook,4,1.5,9.631552837051986,0,0,111.93520355955212,Other Intel Processor,0.0,0,Intel,Windows
959,Acer,2 in 1 Convertible,4,1.25,9.93914036985058,1,1,135.0942111925629,Other Intel Processor,0.0,0,Intel,Others
1207,Acer,Notebook,8,3.3,10.419692282932576,0,0,106.11306214269258,Intel Core i3,1000.0,0,Nvidia,Windows
979,Asus,Gaming,16,2.99,11.442360501250736,0,0,127.33567457123112,Intel Core i7,1000.0,256,Nvidia,Windows
327,Asus,Ultrabook,8,1.7,10.93201122675303,0,0,141.21199808219862,Intel Core i7,0.0,256,Nvidia,Windows
357,Dell,Gaming,8,2.65,10.882315804880689,0,0,141.21199808219862,Intel Core i5,1000.0,0,Nvidia,Windows
735,Lenovo,Notebook,4,1.85,10.633572072102885,0,0,141.21199808219862,Intel Core i7,1000.0,0,Intel,Windows
420,Lenovo,2 in 1 Convertible,16,2.0,11.52464373704442,1,1,282.42399616439724,Intel Core i7,0.0,512,Nvidia,Windows
1135,Lenovo,Notebook,16,2.5,10.977716980635757,0,0,141.21199808219862,Intel Core i7,0.0,0,AMD,Windows
939,Dell,Gaming,16,4.36,11.89782208458538,0,0,169.78089942830815,Intel Core i7,1000.0,512,Nvidia,Windows
354,Toshiba,Notebook,16,2.4,11.221929106334594,0,1,141.21199808219862,Intel Core i7,0.0,512,Nvidia,Windows
133,Acer,Notebook,4,2.2,10.324700017611931,0,0,141.21199808219862,Intel Core i3,0.0,256,Nvidia,Windows
912,Lenovo,Notebook,6,2.2,10.646327347078008,0,0,141.21199808219862,Intel Core i7,0.0,256,Nvidia,Windows
272,Dell,Notebook,8,2.14,10.57552675900535,0,0,141.21199808219862,Intel Core i7,0.0,256,AMD,Others
529,Dell,Notebook,8,1.9,11.203223524960787,0,0,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
1041,Vero,Notebook,2,1.45,9.326470842899342,0,0,111.93520355955212,Other Intel Processor,0.0,0,Intel,Windows
994,Dell,2 in 1 Convertible,8,1.68,10.765658261746038,1,0,165.6321180513006,Intel Core i5,0.0,256,Intel,Windows
156,Lenovo,2 in 1 Convertible,4,1.74,10.419692282932576,1,1,157.3505121487356,Intel Core i3,0.0,256,Intel,Windows
1060,HP,Notebook,8,2.04,10.950974953688084,0,0,141.21199808219862,Intel Core i7,0.0,256,Intel,Windows
1105,Dell,Ultrabook,8,1.5,11.229102177820836,0,0,125.36742798669836,Intel Core i5,0.0,256,Intel,Windows
779,Asus,Notebook,8,2.0,10.34185963789476,0,0,141.21199808219862,Other Intel Processor,0.0,128,Intel,Windows
1170,HP,Notebook,8,1.96,10.49618215379083,0,0,141.21199808219862,Intel Core i7,0.0,256,Intel,Windows
490,Lenovo,Notebook,8,2.3,10.895234994607796,0,1,141.21199808219862,Intel Core i5,0.0,256,Nvidia,Windows
989,Dell,Notebook,8,1.6,10.99575173454406,0,0,157.3505121487356,Intel Core i5,0.0,128,Intel,Windows
843,Dell,Notebook,8,2.18,10.546429982871398,0,0,100.45466986113652,Intel Core i5,0.0,128,Intel,Windows
95,Acer,2 in 1 Convertible,8,1.5,10.717261720884188,1,1,165.6321180513006,Intel Core i5,0.0,256,Intel,Windows
896,Dell,Gaming,8,2.62,10.809669765045973,0,0,141.21199808219862,Intel Core i7,1000.0,0,Nvidia,Others
676,Asus,Ultrabook,8,1.1,11.009948956147635,0,0,157.3505121487356,Intel Core i5,0.0,256,Intel,Windows
429,Mediacom,2 in 1 Convertible,4,1.16,9.67600459962282,1,1,189.90579052433608,Other Intel Processor,0.0,32,Intel,Windows
154,HP,Ultrabook,4,1.48,10.96212748563856,0,0,157.3505121487356,Intel Core i5,0.0,256,Intel,Windows
902,Dell,2 in 1 Convertible,16,1.22,11.383485348791732,1,0,165.6321180513006,Intel Core i7,0.0,256,Intel,Windows
1160,Lenovo,Ultrabook,8,1.7,11.288114524334732,0,0,157.3505121487356,Intel Core i7,0.0,256,Intel,Windows
294,Lenovo,Notebook,8,2.05,10.580858947180335,0,0,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
1050,Lenovo,Notebook%%,16,1.1,11.846490622987275,0,1,209.8006828649808,Intel Core i7,0.0,256,Intel,Windows
418,Dell,Notebook,8,2.14,10.267037568910904,0,0,100.45466986113652,Intel Core i5,1000.0,0,Intel,Windows
942,Acer,Notebook,4,2.23,10.403666298916727,0,0,100.45466986113652,Intel Core i5,500.0,0,Intel,Windows
1148,HP,Notebook,8,1.88,11.340108040487776,0,0,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
431,Lenovo,Notebook,8,1.4,10.89326663606744,0,1,165.6321180513006,Intel Core i7,0.0,256,Intel,Windows
1030,HP,Notebook,4,1.64,10.85594510841814,0,0,111.93520355955212,Intel Core i5,0.0,256,Intel,Windows
292,HP,Notebook,8,2.54,10.167923515707006,0,0,106.11306214269258,Intel Core i3,1000.0,0,Intel,Windows
943,Toshiba,Notebook,8,2.2,10.99575173454406,0,0,100.45466986113652,Intel Core i5,0.0,256,Intel,Windows
424,Dell,Gaming,16,4.42,11.912578515747589,0,1,169.78089942830815,Intel Core i7,1000.0,256,Nvidia,Windows
1140,Lenovo,2 in 1 Convertible,16,2.8,11.775314344519382,1,1,209.8006828649808,Intel Core i7,0.0,512,Intel,Windows
632,Lenovo,Notebook,4,1.8,10.695781181367428,0,0,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
1095,Acer,Notebook,8,2.4,10.658921971998408,0,0,141.21199808219862,Intel Core i5,1000.0,256,Nvidia,Windows
578,MSI,Gaming,16,4.14,11.887251546940472,0,0,127.33567457123112,Intel Core i7,1000.0,512,Nvidia,Windows
933,Lenovo,2 in 1 Convertible,16,1.3,11.470547260182666,1,1,276.053530085501,Intel Core i7,0.0,1000,Intel,Windows
176,Acer,Notebook,4,2.1,10.082583913974387,0,0,100.45466986113652,Intel Core i3,0.0,128,Intel,Windows
985,Dell,Notebook,4,2.25,10.370822624347584,0,0,100.45466986113652,Intel Core i5,500.0,0,AMD,Windows
661,Lenovo,Notebook,4,2.2,10.013431946154272,0,0,100.45466986113652,Other Intel Processor,500.0,0,Intel,Windows
1002,Dell,Notebook,4,2.18,10.280009828654116,0,0,100.45466986113652,Intel Core i3,0.0,128,Intel,Windows
290,Acer,Notebook,2,2.19,9.268865850956626,0,0,100.45466986113652,Other Intel Processor,0.0,16,Intel,Others
931,HP,Ultrabook,4,1.26,11.340108040487776,0,0,176.23257360658386,Intel Core i5,500.0,0,Intel,Windows
706,Acer,2 in 1 Convertible,8,1.6,10.882315804880689,1,1,165.6321180513006,Intel Core i5,0.0,256,Intel,Windows
405,Asus,Ultrabook,8,1.1,11.510857728676225,0,0,157.3505121487356,Intel Core i7,0.0,512,Intel,Windows
1052,Dell,2 in 1 Convertible,8,2.3,10.97315700921406,1,1,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
87,HP,Notebook,8,1.96,10.370805929717411,0,0,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
1028,Dell,Ultrabook,8,1.29,11.368208546953756,1,0,276.053530085501,Intel Core i5,0.0,256,Intel,Windows
770,Dell,Notebook,16,2.3,11.049906436113686,0,0,141.21199808219862,Intel Core i7,0.0,256,AMD,Windows
587,Lenovo,Ultrabook,12,1.4,11.397934727218958,0,1,157.3505121487356,Intel Core i7,0.0,256,Intel,Windows
1056,HP,&&Notebook,4,1.96,10.188167121983652,0,0,100.45466986113652,Intel Core i5,500.0,0,Intel%%,Others
936,Dell,Notebook,4,2.18,10.30099467974321,0,0,100.45466986113652,Intel Core i3,1000.0,0,Intel,Windows
1091,HP,Notebook,4,1.86,9.82197089913809,0,0,100.45466986113652,Intel Core i3,1000.0,0,Intel,Others
286,Lenovo,Notebook,8,1.95,10.975895486507364,0,1,141.21199808219862,Intel Core i7,0.0,256,Intel,Windows
281,Dell,Notebook,4,2.25,10.034684221813931,0,0,141.21199808219862,Intel Core i3,1000.0,0,AMD,Others
1206,Lenovo,Notebook,4,2.2,9.67600459962282,0,0,100.45466986113652,AMD Processor,500.0,0,AMD,Windows
963,Toshiba,Ultrabook,8,1.1,11.465531925066934,1,0,7328.468865270976,Intel Core i7,,512,Intel,Windows
263,Dell,Notebook,4,2.18,10.463245044716745,0,0,141.21199808219862,Intel Core i5,1000.0,0,Intel,Windows
58,MSI,Gaming,16,2.43,11.7789960831843,0,0,127.33567457123112,Intel Core i7,2000.0,256,Nvidia,Windows
1202,Dell,Ultrabook,16,,274.5592047263064,1,0,276.053530085501,Intel Core i7,0.0,512,Intel%%,Windows
1013,HP,Ultrabook,8,1.54,11.518415853167008,0,0,157.3505121487356,Intel Core i7,,256,Intel,Windows
794,Apple,Ultrabook,8,0.92,11.036037392231934,0,1,226.4155471693585,Other Intel Processor,0.0,0,Intel,Mac
742,Toshiba,Notebook,8,1.25,11.311846686253432,1,1,157.3505121487356,Intel Core i5,0.0,256,Intel,Windows
709,HP,Notebook,6,2.71,10.460211528926417,0,1,127.33567457123112,AMD Processor,2000.0,0,AMD,Windows
407,Dell,Ultrabook,8,1.36,11.402110098629436,0,0,157.3505121487356,Intel Core i7,0.0,512,Intel,Windows
605,MSI,Gaming,16,1.8,11.715790550995315,0,0,282.42399616439724,Intel Core i7,2000.0,256,Nvidia,Windows
525,Lenovo,Notebook,8,2.02,11.17598591917709,0,0,157.3505121487356,Intel Core i5,0.0,256,Intel,Windows
980,Dell,2 in 1 Convertible,12,2.19,11.144911042902732,1,1,141.21199808219862,Intel Core i7,0.0,512,Intel,Windows
1231,Dell,Notebook,8,2.3,10.126185116412724,1,0,100.45466986113652,Intel Core i3,1000.0,0,&&Intel,Windows
363,HP,Notebook,8,1.86,10.435465480609668,0,0,141.21199808219862,Intel Core i5,1000.0,0,Intel,Windows
340,Dell,Notebook,4,2.2,9.591968421403331,0,0,100.45466986113652,Other Intel Processor,500.0,0,Intel,Others
741,Dell,Notebook,8,2.0,10.475348066887989,0,0,100.45466986113652,Intel Core i3,0.0,256,Intel,Windows
812,Samsung,Ultrabook,8,0.81,11.288114524334732,0,0,165.6321180513006,Intel Core i5,0.0,256,Intel,Windows
1053,HP,Notebook,4,2.04,10.862092668762644,0,0,100.45466986113652,Intel Core i5,0.0,256,Intel,Windows
475,Dell,Notebook,8,1.79,10.58221121243035,0,0,111.93520355955212,Intel Core i3,0.0,128,Intel,Windows
1239,Lenovo,Notebook,6,2.2,10.368432457987426,0,0,141.21199808219862,AMD Processor,0.0,256,AMD,Windows
82,HP,Notebook,8,1.63,10.732493415479688,0,0,157.3505121487356,Intel Core i5,0.0,256,Intel,Windows
127,Asus,Notebook,4,1.65,9.603146168052769,0,0,111.93520355955212,AMD Processor,0.0,64,AMD,Windows
700,Dell,Gaming%%,8,2.56,10.683645110085203,0,0,141.21199808219862,Intel Core i5,1000.0,0,Nvidia,Windows
423,Asus,Notebook,8,2.3,10.367478139624737,0,0,141.21199808219862,Intel Core i3,1000.0,0,Nvidia,Others
169,HP,Notebook,4,1.49,10.60095339424009,0,1,165.6321180513006,Intel Core i5,500.0,0,Intel,Windows
530,Dell,Gaming,16,4.42,11.98617622657084,0,1,127.33567457123112,Intel Core i7,1000.0,128,Nvidia,Windows
257,HP,Notebook,16,2.9,10.94064137183354,0,1,127.33567457123112,Intel Core i7,1000.0,0,Nvidia,Windows
601,HP,Notebook,4,2.1,10.480567504600335,0,0,100.45466986113652,Intel Core i3,500.0,0,Intel,Windows
917,MSI,Gaming,16,2.7,11.352694739066088,0,0,127.33567457123112,Intel Core i7,1000.0,256,Nvidia,Windows
999,HP,Ultrabook,8,1.48,11.6200017877887,0,0,157.3505121487356,Intel Core i7,0.0,512,Intel,Windows
627,Lenovo,Notebook,4,2.2,10.12402932214978,0,0,141.21199808219862,Intel Core i5,0.0,128,Intel,Others
328,HP,Ultrabook,8,1.26,11.172247597066484,0,0,176.23257360658386,Intel Core i7,0.0,256,Intel,Windows
136,Lenovo,Notebook,4,1.9,9.506417665734745,0,0,100.45466986113652,Other Intel Processor,1000.0,0,Intel,Others
288,Lenovo,Gaming,16,2.5,11.047982926769505,0,1,141.21199808219862,Intel Core i7,1000.0,256,Nvidia,Windows
1037,Toshiba,Ultrabook,8,1.47,11.428543355697592,0,1,157.3505121487356,Intel Core i7,0.0,256,Intel,Windows
499,Lenovo,Notebook,8,2.3,10.790103923492092,0,1,141.21199808219862,Intel Core i5,0.0,256,Intel,Windows
139,HP,Notebook,4,1.32,10.525211768465944,0,1,165.6321180513006,Intel Core i5,0.0,256,Intel,Windows
